VARIABLES = "CoordinateX", "CoordinateY", "CoordinateZ"
Zone T="FFD_vol0" I=10 J=2 K=2
DATAPACKING=POINT
1.000000 -0.047878 0.000000 
0.969214 0.074100 0.000000 
0.877406 0.166696 0.000000 
0.740031 0.267048 0.000000 
0.585055 0.319525 0.000000 
0.414945 0.319525 0.000000 
0.259970 0.267048 0.000000 
0.122594 0.166696 0.000000 
0.030786 0.074100 0.000000 
0.000000 -0.047878 0.000000 
1.000000 -0.057878 0.000000 
0.965146 0.050652 0.000000 
0.880763 0.129111 0.000000 
0.744454 0.231166 0.000000 
0.590302 0.287537 0.000000 
0.409699 0.287537 0.000000 
0.255546 0.231166 0.000000 
0.119237 0.129111 0.000000 
0.034854 0.050652 0.000000 
0.000000 -0.057878 0.000000 
1.000000 -0.047878 0.100000 
0.969214 0.074100 0.100000 
0.877406 0.166696 0.100000 
0.740031 0.267048 0.100000 
0.585055 0.319525 0.100000 
0.414945 0.319525 0.100000 
0.259970 0.267048 0.100000 
0.122594 0.166696 0.100000 
0.030786 0.074100 0.100000 
0.000000 -0.047878 0.100000 
1.000000 -0.057878 0.100000 
0.965146 0.050652 0.100000 
0.880763 0.129111 0.100000 
0.744454 0.231166 0.100000 
0.590302 0.287537 0.100000 
0.409699 0.287537 0.100000 
0.255546 0.231166 0.100000 
0.119237 0.129111 0.100000 
0.034854 0.050652 0.100000 
0.000000 -0.057878 0.100000 
Zone T="embedding_vol" I=28 J=4 K=4
DATAPACKING=POINT
1.000000 -0.047878 0.000000 
0.989199 -0.009927 0.000000 
0.977403 0.022989 0.000000 
0.964737 0.051438 0.000000 
0.937294 0.097220 0.000000 
0.907869 0.131978 0.000000 
0.877462 0.160272 0.000000 
0.831522 0.197948 0.000000 
0.784955 0.230995 0.000000 
0.737097 0.259069 0.000000 
0.687409 0.281852 0.000000 
0.635858 0.299145 0.000000 
0.582533 0.310779 0.000000 
0.527698 0.316609 0.000000 
0.472302 0.316609 0.000000 
0.417467 0.310779 0.000000 
0.364142 0.299145 0.000000 
0.312591 0.281852 0.000000 
0.262903 0.259069 0.000000 
