VARIABLES = "CoordinateX", "CoordinateY", "CoordinateZ"
Zone T="FFD_vol0" I=9 J=2 K=2
DATAPACKING=POINT
1.100000 -0.007000 0.000000 
1.100096 0.168033 0.000000 
1.000000 0.350000 0.000000 
0.783301 0.417718 0.000000 
0.500000 0.420000 0.000000 
0.216699 0.417718 0.000000 
0.000000 0.350000 0.000000 
-0.100096 0.168033 0.000000 
-0.100000 -0.007000 0.000000 
0.900000 -0.007000 0.000000 
0.733391 0.059626 0.000000 
0.590000 0.126000 0.000000 
0.521370 0.180225 0.000000 
0.500000 0.203000 0.000000 
0.478630 0.180225 0.000000 
0.410000 0.126000 0.000000 
0.266609 0.059626 0.000000 
0.100000 -0.007000 0.000000 
1.100000 -0.007000 0.100000 
1.100096 0.168033 0.100000 
1.000000 0.350000 0.100000 
0.783301 0.417718 0.100000 
0.500000 0.420000 0.100000 
0.216699 0.417718 0.100000 
0.000000 0.350000 0.100000 
-0.100096 0.168033 0.100000 
-0.100000 -0.007000 0.100000 
0.900000 -0.007000 0.100000 
0.733391 0.059626 0.100000 
0.590000 0.126000 0.100000 
0.521370 0.180225 0.100000 
0.500000 0.203000 0.100000 
0.478630 0.180225 0.100000 
0.410000 0.126000 0.100000 
0.266609 0.059626 0.100000 
0.100000 -0.007000 0.100000 
Zone T="embedding_vol" I=25 J=4 K=4
DATAPACKING=POINT
1.100000 -0.007000 0.000000 
1.098228 0.048300 0.000000 
1.093064 0.097784 0.000000 
1.084828 0.141863 0.000000 
1.060426 0.215445 0.000000 
1.027596 0.272328 0.000000 
0.988907 0.315795 0.000000 
0.924069 0.362034 0.000000 
0.851834 0.390647 0.000000 
0.772201 0.406812 0.000000 
0.685579 0.415219 0.000000 
0.594023 0.418610 0.000000 
0.500000 0.419239 0.000000 
0.405977 0.418610 0.000000 
0.314421 0.415219 0.000000 
0.227799 0.406812 0.000000 
0.148166 0.390647 0.000000 
0.075931 0.362034 0.000000 
0.011093 0.315795 0.000000 
-0.027596 0.272328 0.000000 
-0.060426 0.215445 0.000000 
-0.084828 0.141863 0.000000 
-0.093064 0.097784 0.000000 
-0.098228 0.048300 0.000000 
-0.100000 -0.007000 0.000000 
1.033333 -0.007000 0.000000 
1.014780 0.036868 0.000000 
0.996114 0.076105 0.000000 
0.977358 0.111055 0.000000 
0.939655 0.169470 0.000000 
0.901838 0.214870 0.000000 
0.864075 0.250011 0.000000 
0.807595 0.288570 0.000000 
0.750384 0.313870 0.000000 
0.691216 0.329536 0.000000 
0.629246 0.338807 0.000000 
0.565153 0.343395 0.000000 
0.500000 0.344629 0.000000 
0.434847 0.343395 0.000000 
0.370754 0.338807 0.000000 
0.308784 0.329536 0.000000 
0.249616 0.313870 0.000000 
0.192405 0.288570 0.000000 
0.135925 0.250011 0.000000 
0.098162 0.214870 0.000000 
0.060345 0.169470 0.000000 
0.022642 0.111055 0.000000 
0.003886 0.076105 0.000000 
-0.014780 0.036868 0.000000 
-0.033333 -0.007000 0.000000 
0.966667 -0.007000 0.000000 
0.931331 0.025437 0.000000 
0.899165 0.054426 0.000000 
0.869888 0.080246 0.000000 
0.818883 0.123494 0.000000 
0.776081 0.157411 0.000000 
0.739242 0.184228 0.000000 
0.691121 0.215106 0.000000 
0.648934 0.237094 0.000000 
0.610231 0.252260 0.000000 
0.572913 0.262395 0.000000 
0.536284 0.268180 0.000000 
0.500000 0.270019 0.000000 
0.463716 0.268180 0.000000 
0.427087 0.262395 0.000000 
0.389769 0.252260 0.000000 
0.351066 0.237094 0.000000 
0.308879 0.215106 0.000000 
0.260758 0.184228 0.000000 
0.223919 0.157411 0.000000 
0.181117 0.123494 0.000000 
0.130112 0.080246 0.000000 
0.100835 0.054426 0.000000 
0.068669 0.025437 0.000000 
0.033333 -0.007000 0.000000 
0.900000 -0.007000 0.000000 
0.847882 0.014006 0.000000 
0.802215 0.032747 0.000000 
0.762418 0.049438 0.000000 
0.698112 0.077519 0.000000 
0.650323 0.099953 0.000000 
0.614409 0.118444 0.000000 
0.574647 0.141642 0.000000 
0.547484 0.160317 0.000000 
0.529246 0.174983 0.000000 
0.516580 0.185982 0.000000 
0.507415 0.192965 0.000000 
0.500000 0.195408 0.000000 
0.492585 0.192965 0.000000 
0.483420 0.185982 0.000000 
0.470754 0.174983 0.000000 
0.452516 0.160317 0.000000 
0.425353 0.141642 0.000000 
0.385591 0.118444 0.000000 
0.349677 0.099953 0.000000 
0.301888 0.077519 0.000000 
0.237582 0.049438 0.000000 
0.197785 0.032747 0.000000 
0.152118 0.014006 0.000000 
0.100000 -0.007000 0.000000 
1.100000 -0.007000 0.033333 
1.098228 0.048300 0.033333 
1.093064 0.097784 0.033333 
1.084828 0.141863 0.033333 
1.060426 0.215445 0.033333 
1.027596 0.272328 0.033333 
0.988907 0.315795 0.033333 
0.924069 0.362034 0.033333 
0.851834 0.390647 0.033333 
0.772201 0.406812 0.033333 
0.685579 0.415219 0.033333 
0.594023 0.418610 0.033333 
0.500000 0.419239 0.033333 
0.405977 0.418610 0.033333 
0.314421 0.415219 0.033333 
0.227799 0.406812 0.033333 
0.148166 0.390647 0.033333 
0.075931 0.362034 0.033333 
0.011093 0.315795 0.033333 
-0.027596 0.272328 0.033333 
-0.060426 0.215445 0.033333 
-0.084828 0.141863 0.033333 
-0.093064 0.097784 0.033333 
-0.098228 0.048300 0.033333 
-0.100000 -0.007000 0.033333 
1.033333 -0.007000 0.033333 
1.014780 0.036868 0.033333 
0.996114 0.076105 0.033333 
0.977358 0.111055 0.033333 
0.939655 0.169470 0.033333 
0.901838 0.214870 0.033333 
0.864075 0.250011 0.033333 
0.807595 0.288570 0.033333 
0.750384 0.313870 0.033333 
0.691216 0.329536 0.033333 
0.629246 0.338807 0.033333 
0.565153 0.343395 0.033333 
0.500000 0.344629 0.033333 
0.434847 0.343395 0.033333 
0.370754 0.338807 0.033333 
0.308784 0.329536 0.033333 
0.249616 0.313870 0.033333 
0.192405 0.288570 0.033333 
0.135925 0.250011 0.033333 
0.098162 0.214870 0.033333 
0.060345 0.169470 0.033333 
0.022642 0.111055 0.033333 
0.003886 0.076105 0.033333 
-0.014780 0.036868 0.033333 
-0.033333 -0.007000 0.033333 
0.966667 -0.007000 0.033333 
0.931331 0.025437 0.033333 
0.899165 0.054426 0.033333 
0.869888 0.080246 0.033333 
0.818883 0.123494 0.033333 
0.776081 0.157411 0.033333 
0.739242 0.184228 0.033333 
0.691121 0.215106 0.033333 
0.648934 0.237094 0.033333 
0.610231 0.252260 0.033333 
0.572913 0.262395 0.033333 
0.536284 0.268180 0.033333 
0.500000 0.270019 0.033333 
0.463716 0.268180 0.033333 
0.427087 0.262395 0.033333 
0.389769 0.252260 0.033333 
0.351066 0.237094 0.033333 
0.308879 0.215106 0.033333 
0.260758 0.184228 0.033333 
0.223919 0.157411 0.033333 
0.181117 0.123494 0.033333 
0.130112 0.080246 0.033333 
0.100835 0.054426 0.033333 
0.068669 0.025437 0.033333 
0.033333 -0.007000 0.033333 
0.900000 -0.007000 0.033333 
0.847882 0.014006 0.033333 
0.802215 0.032747 0.033333 
0.762418 0.049438 0.033333 
0.698112 0.077519 0.033333 
0.650323 0.099953 0.033333 
0.614409 0.118444 0.033333 
0.574647 0.141642 0.033333 
0.547484 0.160317 0.033333 
0.529246 0.174983 0.033333 
0.516580 0.185982 0.033333 
0.507415 0.192965 0.033333 
0.500000 0.195408 0.033333 
0.492585 0.192965 0.033333 
0.483420 0.185982 0.033333 
0.470754 0.174983 0.033333 
0.452516 0.160317 0.033333 
0.425353 0.141642 0.033333 
0.385591 0.118444 0.033333 
0.349677 0.099953 0.033333 
0.301888 0.077519 0.033333 
0.237582 0.049438 0.033333 
0.197785 0.032747 0.033333 
0.152118 0.014006 0.033333 
0.100000 -0.007000 0.033333 
1.100000 -0.007000 0.066667 
1.098228 0.048300 0.066667 
