1.004999999999999893e+00 0.000000000000000000e+00
1.004875414080802276e+00 1.121678459892135223e-02
1.004501717795094784e+00 2.242803472885378582e-02
1.003879095528205312e+00 3.362821865156841866e-02
1.003007854487925954e+00 4.481181008900900903e-02
1.001888424552933365e+00 5.597329095001055826e-02
1.000521358060682431e+00 6.710715405297829061e-02
9.989073295348782633e-01 7.820790584318386418e-02
9.970471353526597635e-01 8.927006910333790124e-02
9.949416933516587180e-01 1.002881856561014529e-01
9.925920423771306123e-01 1.112568190572030130e-01
9.899993417693782050e-01 1.221705572778321869e-01
9.871648707917222154e-01 1.330240153749866205e-01
9.840900279992996769e-01 1.438118381484543573e-01
9.807763305490047046e-01 1.545287027831210858e-01
9.772254134509075207e-01 1.651693214752979200e-01
9.734390287615258819e-01 1.757284440417745952e-01
9.694190447193424820e-01 1.862008605103100678e-01
9.651674448229993208e-01 1.965814036902826800e-01
9.606863268526196764e-01 2.068649517222317102e-01
9.559779018347437374e-01 2.170464306050316483e-01
9.510444929513865997e-01 2.271208166994531652e-01
9.458885343937581958e-01 2.370831392068748211e-01
9.405125701612099265e-01 2.469284826219225737e-01
9.349192528060012997e-01 2.566519891578273871e-01
9.291113421245047466e-01 2.662488611433037056e-01
9.230917037954960991e-01 2.757143633897665147e-01
9.168633079662008578e-01 2.850438255277183974e-01
9.104292277867953587e-01 2.942326443111553669e-01
9.037926378940850380e-01 3.032762858888514712e-01
8.969568128451077538e-01 3.121702880414056192e-01
8.899251255014366535e-01 3.209102623829422352e-01
8.827010453649777322e-01 3.294918965263837762e-01
8.752881368660840877e-01 3.379109562112234122e-01
8.676900576048318658e-01 3.461632873927496523e-01
8.599105565463257550e-01 3.542448182916922428e-01
8.519534721709232095e-01 3.621515614032765340e-01
8.438227305802916689e-01 3.698796154646969980e-01
8.355223435602325832e-01 3.774251673800373408e-01
8.270564066012275894e-01 3.847844941016888010e-01
8.184290968776839481e-01 3.919539644673372125e-01
8.096446711868774404e-01 3.989300409916136658e-01
8.007074638486074702e-01 4.057092816115234757e-01
7.916218845666018744e-01 4.122883413847929224e-01
7.823924162527271520e-01 4.186639741402960468e-01
7.730236128150768105e-01 4.248330340797464300e-01
7.635200969110292890e-01 4.307924773298644205e-01
7.538865576663844603e-01 4.365393634442530368e-01
7.441277483617048105e-01 4.420708568542425221e-01
7.342484840869998308e-01 4.473842282679873494e-01
7.242536393659160243e-01 4.524768560171246179e-01
7.141481457505989283e-01 4.573462273503305364e-01
7.039369893884190876e-01 4.619899396731360630e-01
6.936252085617583552e-01 4.664057017333895772e-01
6.832178912020737682e-01 4.705913347517833856e-01
6.727201723794626886e-01 4.745447734968837317e-01
6.621372317689708797e-01 4.782640673041358981e-01
6.514742910948904120e-01 4.817473810383408606e-01
6.407366115543112750e-01 4.849929959991287065e-01
6.299294912211963471e-01 4.879993107689816201e-01
6.190582624322608085e-01 4.907648420033885461e-01
6.081282891559460779e-01 4.932882251627420667e-01
5.971449643457867884e-01 4.955682151856147799e-01
5.861137072794750935e-01 4.976036871030849462e-01
5.750399608849378064e-01 4.993936365938066446e-01
5.639291890547434294e-01 5.009371804795516026e-01
5.527868739501650142e-01 5.022335571609780613e-01
5.416185132962296755e-01 5.032821269934106834e-01
5.304296176690875830e-01 5.040823726024479257e-01
5.192257077770419116e-01 5.046338991392391726e-01
5.080123117365780150e-01 5.049364344753068945e-01
4.967949623447375229e-01 5.049898293368177971e-01
4.855791943491834517e-01 5.047940573782355722e-01
4.743705417173029737e-01 5.043492151953202773e-01
4.631745349056945460e-01 5.036555222774670160e-01
4.519966981313878751e-01 5.027133208994076785e-01
4.408425466461418085e-01 5.015230759523294779e-01
4.297175840151670201e-01 5.000853747144929917e-01
4.186272994016136950e-01 4.984009265614635642e-01
4.075771648581660300e-01 4.964705626160985097e-01
3.965726326270787583e-01 4.942952353384632569e-01
3.856191324499890216e-01 4.918760180558784390e-01
3.747220688888294737e-01 4.892141044333296884e-01
3.638868186591657228e-01 4.863108078845021498e-01
3.531187279772735610e-01 4.831675609237294777e-01
3.424231099222640462e-01 4.797859144591774538e-01
3.318052418145602256e-01 4.761675370276111652e-01
3.212703626120160250e-01 4.723142139711229981e-01
3.108236703249644961e-01 4.682278465562276781e-01
3.004703194514695141e-01 4.639104510357590638e-01
2.902154184340474119e-01 4.593641576540318239e-01
2.800640271391121594e-01 4.545912095957584942e-01
2.700211543603890929e-01 4.495939618792405557e-01
2.600917553475275423e-01 4.443748801943798732e-01
2.502807293611342132e-01 4.389365396860837043e-01
2.405929172554299167e-01 4.332816236836634638e-01
2.310330990897260794e-01 4.274129223768543540e-01
2.216059917698985360e-01 4.213333314391091711e-01
2.123162467210193971e-01 4.150458505988448565e-01
2.031684475923011268e-01 4.085535821593484496e-01
2.061073738537634870e-01 4.045084971874737256e-01
2.151646007138806049e-01 4.109364857414305461e-01
2.243623680890084460e-01 4.171617142961476787e-01
2.336961377126000605e-01 4.231811112642122064e-01
2.431613042132969582e-01 4.289917066174885885e-01
2.527531973872616522e-01 4.345906333525580978e-01
2.624670845025025567e-01 4.399751289053265846e-01
2.722981726340486519e-01 4.451425365140995738e-01
2.822416110288239466e-01 4.500903065304539541e-01
2.922924934990568380e-01 4.548159976772592206e-01
3.024458608430391493e-01 4.593172782532267684e-01
3.126967032920440759e-01 4.635919272833937121e-01
3.230399629821940621e-01 4.676378356149732407e-01
3.334705364500596403e-01 4.714530069580308291e-01
3.439832771507564946e-01 4.750355588704727183e-01
3.545729979973005763e-01 4.783837236868608844e-01
3.652344739199661072e-01 4.814958493905961978e-01
3.759624444443856461e-01 4.843704004290392828e-01
3.867516162871178498e-01 4.870059584711667888e-01
3.975966659674047277e-01 4.894012231073893715e-01
4.084922424338277569e-01 4.915550124911866603e-01
4.194329697045680039e-01 4.934662639222411329e-01
4.304134495199672950e-01 4.951340343707851810e-01
4.414282640060809837e-01 4.965575009429005204e-01
4.524719783479087543e-01 4.977359612865422944e-01
4.635391434709846825e-01 4.986688339380861978e-01
4.746242987300029470e-01 4.993556586092279814e-01
4.857219746031519181e-01 4.997960964140946150e-01
4.968266953908292427e-01 4.999899300364532562e-01
5.079329819174039917e-01 4.999370638369375341e-01
5.190353542346950455e-01 4.996375239002368018e-01
5.301283343258292868e-01 4.990914580222256536e-01
5.412064488081481661e-01 4.982991356370402580e-01
5.522642316338267632e-01 4.972609476841366449e-01
5.632962267868746320e-01 4.959774064153976703e-01
5.742969909751859392e-01 4.944491451423828066e-01
5.852610963163119573e-01 4.926769179238464913e-01
5.961831330156305286e-01 4.906615991936780219e-01
6.070577120355902245e-01 4.884041833294475721e-01
6.178794677547136960e-01 4.859057841617708262e-01
6.286430606150459344e-01 4.831676344247342603e-01
6.393431797567439290e-01 4.801910851476521858e-01
6.499745456385053188e-01 4.769776049884563163e-01
6.605319126425454046e-01 4.735287795090454277e-01
6.710100716628344397e-01 4.698463103929541584e-01
6.814038526753205538e-01 4.659320146057261414e-01
6.917081272888696564e-01 4.617878234984055252e-01
7.019178112756624399e-01 4.574157818545901422e-01
7.120278670798009246e-01 4.528180468815153903e-01
7.220333063028870901e-01 4.479968871456679325e-01
7.319291921653463540e-01 4.429546814534527921e-01
7.417106419422818675e-01 4.376939176774678475e-01
7.513728293726579244e-01 4.322171915289633737e-01
7.609109870406229881e-01 4.265272052770934796e-01
7.703204087277988332e-01 4.206267664155905472e-01
7.795964517353735079e-01 4.145187862775208121e-01
7.887345391748532553e-01 4.082062785988048725e-01
7.977301622263439640e-01 4.016923580312113384e-01
8.065788823632449311e-01 3.949802386055580872e-01
8.152763335422612556e-01 3.880732321458784106e-01
8.238182243576510633e-01 3.809747466353354262e-01
8.322003401586461901e-01 3.736882845346904403e-01
8.404185451290017150e-01 3.662174410541554348e-01
8.484687843276468300e-01 3.585659023794817157e-01
8.563470856894315197e-01 3.507374438531606353e-01
8.640495619849820619e-01 3.427359281116333367e-01
8.715724127386971221e-01 3.345653031794291188e-01
8.789119261039384234e-01 3.262296005211720584e-01
8.860644806944917296e-01 3.177329330524180651e-01
8.930265473713937530e-01 3.090794931103025833e-01
8.997946909842424734e-01 3.002735503850014753e-01
9.063655720661339954e-01 2.913194498130250998e-01
9.127359484813870605e-01 2.822216094333845349e-01
9.189026770252436416e-01 2.729845182076895971e-01
9.248627149747572496e-01 2.636127338052511870e-01
9.306131215901003451e-01 2.541108803542845296e-01
9.361510595655544442e-01 2.444836461603193678e-01
9.414737964294634942e-01 2.347357813929453751e-01
9.465787058924619579e-01 2.248720957420328459e-01
9.514632691433106970e-01 2.148974560445857940e-01
9.561250760917026081e-01 2.048167838833977183e-01
9.605618265574250580e-01 1.946350531586957255e-01
9.647713314052895894e-01 1.843572876339703570e-01
9.687515136252731196e-01 1.739885584572025690e-01
9.725004093573341724e-01 1.635339816587108031e-01
9.760161688604007679e-01 1.529987156268525494e-01
9.792970574250492444e-01 1.423879585628261002e-01
9.823414562294279229e-01 1.317069459158283495e-01
9.851478631379981810e-01 1.209609477998338511e-01
9.877148934427035787e-01 1.101552663932703069e-01
9.900412805461966670e-01 9.929523332287272519e-02
9.921258765867918550e-01 8.838620703300782699e-02
9.939676530048300318e-01 7.743357014176620312e-02
9.955657010501806070e-01 6.644272678512702646e-02
9.969192322306270615e-01 5.541909995050550014e-02
9.980275787009169619e-01 4.436812880099901685e-02
9.988901935922824826e-01 3.329526599165189699e-02
9.995066512822718963e-01 2.220597497906315332e-02
9.998766476047545870e-01 1.110572732566470454e-02
1.000000000000000000e+00 0.000000000000000000e+00
